a	b	dot
3f705764,3f5651bb,bf83109e,3ff67938,3f73836a,bcc72a3a,3f91b0f7,bf085030,3d4684e5,bf3c8215,3e12a44a,bfa2fbfa,3fd7eff3,bff34f6c,3eb8ce96,3fe21966,4102e7f4,40315b05,40bd4255,c0389672,409065e9,3ece2901,bf237350,bf5264f8,406cd482,bfbd2bc8,40093be5,be4b9baf,bf7b3187,3e5c2eb5,3fd366f3,bf34ef32,3f221b1e,40096acb,bf3a609c,bfea44cb,bf87e919,4047c879,3edb324f,bf745fd3,3e84ad1c,bf85a0c6,4051e2c2,bfdd050e,3fda200a,bfe5ea66,bfbc5ebf,c025af1c,bfa3c14e,3f1760c8,3fda0192,bf878d05,bf25f3f6,bed74ef6,c050753f,bef0ff57,bf220b16,c0173fc1,bfcb033a,bee930c9,40309027,c051c355,4022ecd1,405ab3ba	3f9da112,40112291,40284360,bf70b86b,3f22c7ed,c0d193c3,3f4d3c7e,c08e2681,c092c24f,400f0c59,3f179a21,bf97e859,3fa38f69,3f58bd82,4028d67c,c0199909,bd8e0062,bf7f5f3d,4018049c,bfb7d552,bfc63d9e,bf68512d,3fbacede,beaac322,3f4ff49d,3ea2d5dd,bf10d209,40026f17,bf9bbe56,be414b16,401a33be,405c3355,bf714968,3fdd62d9,40872eef,bff4fdc2,bfef0d71,4032fefc,c000456e,bffda5c3,bf7096f6,3f504cbe,bf72fe54,c0a1af88,3eeb6e9e,c0039c4d,bff6663e,bf2c35d0,3f874953,403a5f66,3f63194f,40504656,bf80b29f,becf3342,c03ab107,be89e0aa,3f4d00e5,bed6eba2,bffb903f,40561cfa,3e870aa3,3f1f2561,3e994d43,3f65b2e4	42518f4e
3f62c2fd,c039977f,3fa61069,3f256bab,bf301608,be4e8289,c04af646,bf5dff55,bf8ce475,4092e396,be6baa97,40370f3d,bf8f1d59,3ea73862,3fc43334,be54d3a3,c0541bb4,40550bff,40423de0,3f693f74,3fa9a0e0,bf85dbed,be22b1eb,c01f836b,be908bb9,c063fec1,bf12a0db,400aa367,3f5bacd7,bf92a2f9,3f2ee507,bfb619e7,3fefe8cf,4027e029,4019a880,c00501d0,3f91a4d8,c006cd83,bfa11f2e,3d21b794,3eed6155,3f87ce11,40181825,bb8f94b0,bf6c0154,4011ba6e,bda0bcc7,3fe2bbb0,bee76617,3fd03685,3f053923,3fb7f4b0,bfd59789,4077ed7d,403efff6,3f5fb0b7,3fafaaa3,40b2328c,c075e4d7,3feaebf6,bea58169,c08e1421,bd876f5a,402a253c	c030ce2f,3fa9dc08,bb868be9,c0531783,3cf0a40e,4051072c,4007da01,bf533e16,be944ce6,bea6f484,c01435b6,3f65010b,404c8606,400cae61,3fdc9792,3ed5193d,3f81e9c7,4017490e,be4afb1f,407fa9fe,3f80cf97,3f2d32aa,c02f88d0,c0470c17,4027b4dd,bf9d9cf8,3f2c3ae5,3f86e009,be42544a,40020f50,bf44c1c7,3fcab57c,bfc5ad93,3f709140,bf5c7ddd,401250e0,be1ad05a,bf39b8c1,becfa5ac,4018ad85,3fa64ccd,3f90db7c,40394b1c,3fb53ead,4000d058,bda542c8,bf43af04,3f8d2001,3f65b20f,3f26ae58,c06f6c95,c0066447,3f7cf328,3f3687b3,3f784cd4,be9dfc83,bbe80e1d,bf1c2136,3fd8fc75,4002b8db,3eac5d5b,c02743d6,bc78c361,bff3ff38	40c555aa
bfd50a40,3fee9384,3f26a5fd,c02d7832,3fa82ad2,3f525564,40593a20,3f70eb9f,402d6a7e,bf504302,be582e10,402e33bf,3f1797fe,bfc00af2,3fa1962c,3f6543ac,bf3b9628,bd93d40a,bfaa35c2,bfae596e,bd316d8e,c01431d1,c072d980,bf989360,404eb62b,4094d78c,c0115a7d,3d13bbca,3e46fb01,bf74470b,400f376d,bfca9332,4049a59d,4074a1eb,3edc112b,bfc0690e,3f0efb31,bdada880,3e2666f6,3faaaa92,40169ad2,408068f0,401bb784,c0032d4c,3e8cedce,c0a7c9aa,3f4596d4,3f9fa5ce,401bff2d,3da25b8e,bf78da2b,bf6ad628,bf4b4f3e,3ee7c95e,bffc8afa,3fc9209b,c07d51f6,401f4136,3f1472cb,c0819ab6,c017c7ac,4008bfb2,bddacc7a,c009e065	3fe20731,3f737399,bfe0a019,4027d224,bfc2ebe3,3f948ce9,3f9e6bf1,c0a90b68,bfd24d9c,3ffaf4d3,409e5b5d,bc8c7b34,3fdc1c46,3d4639cd,3fa967c6,c0505dcc,c0330817,bf88469b,40207ee6,3f737f35,bf5501a1,3f116c5c,40465484,bf022524,bff66f43,c02929f6,c00a8668,be94428a,400ecd21,bfbf3efc,3f9f60aa,3f03fd47,bf45457a,bfa0bfbb,3f8e1715,40b645e0,3fa17b44,c05d87ef,3feddb43,bdc3f1d5,407ef74e,bf3240e1,bf15f1f6,bfa770c8,3e0094f4,3e1bbae1,bfa9b221,40316e22,c02fd63c,3f866138,c02c4392,40334ee2,4073fd24,40adf33c,c01f3f64,3fff82ac,c02578f9,3fb5463f,3fa3c7f7,3f816229,3ee5419f,bfed42c3,3f7263d4,bfbae15f	c21ab66b
400e78f0,3e14e87e,3ebaacd2,3fdb9f0c,4009e639,bfdf56d9,bf4ce0c6,be2097e3,4042cea0,4037acb7,bff43725,c01eb20e,c0738d91,4075a7e9,404bfc9c,401546dd,c0185fcb,4004c8f6,3d58a71c,bf106e73,c02ad509,bf975ba5,406342dd,3f8a3594,3f6dfcc5,3dfeab5a,3e30c5d4,bf5dfd2a,3f75839f,3d4772e9,bf093340,bf5916e7,bff574f3,402bad73,3f9bc182,be6cd6cd,3fceaab8,403fe53a,bfa2a623,bef708cf,3d78f339,3f86c9ed,bfafea01,3f9e14f0,be04c979,3fe005dc,3ee462d5,bec94a4c,c092d735,40060c59,c01888bb,c01ac247,400b19c1,3ff58dae,c0604921,bff5df76,c00137ef,bf54d982,3fb9f980,bfb97cec,4018497e,3f81132f,406434dc,3eaf5394	4085d26a,bf91d2cb,bf5e1d97,bf89bbab,bffd6fd7,40066c60,be8b5277,405b6dfa,bf4f75a8,bf0aed65,bf18b1f3,3ff1a345,3f09054b,4008a5cb,c06ce81f,bfed1c39,bfc4f51f,3effaad4,40a0fe77,bf78681e,3e2d6a90,be5e87cb,bb58be6a,bfa6d13e,4026bf11,c0764a4f,bda64240,406b0846,40317b85,be9f8389,3fadd271,4013650d,3f912707,bf43091e,c015fafd,3fcb4b84,bc962f81,bfb6363b,bf9ca85d,3ec7fe80,c023ed0a,40311ea7,bfc8c02b,c081db43,40115d8a,bf995076,3fc90c58,c09033bd,3fb4b408,c027f745,c06dc72f,3f53a644,409a8587,c03b3098,402694bb,3f9f9498,bf9b993d,3f762edf,3ff540d3,c08e1c6b,4053d0ed,3ea61c80,bffe96b1,c06c8242	c1dcdabb
3f0b48b7,400e05f5,400a7bc2,be937361,bf0f7044,bf02820a,bf58db59,c00fc6b0,403165e4,bfbff715,bfd2255c,bfc10877,3ea447e4,c005b1b6,c0105fa3,3ebcac38,bf65b944,404986a8,bfabdd4f,c0141866,c0665e70,3edfaca3,be3bf087,bfdc3199,bddf0d7f,c058e12e,c0164398,bede514b,bfc9443d,bfea1034,bfc0d1ee,3f1879c3,3ff68ad3,bea416eb,3ffc2565,be8e6f45,3d399506,bff4ee04,bf2a4817,3e8ba0e6,3f0a1ffd,bf0668d4,3fad181f,c05b51f5,c0131318,3e72dec3,bea57850,404188f2,402c1a71,3fd48367,3f488d0a,c005e1d5,bfd77adf,3ff7e1dc,3f2ebf9c,3f284d6a,c01172a7,bff5688e,bf131920,c0846366,4086c5be,be955c8b,4006a6d1,c008b3dd	be44ccc4,3e25ce80,bf4a13d3,3fd1fa1d,be4bd208,bf8358d0,3f363263,3eccbf5f,3fa3f4a1,bff8d9a9,bf05aee0,3f831b41,bfd9f988,c030a712,c080d864,bfa4cff6,bf276633,3fd2b8f5,3e14f9ee,c0901022,407d5508,3f676322,bed9503b,c037252f,3f7d2685,bfa77b77,3f090ebb,bfc738f2,beb4a320,4037077c,bf79af64,bf8e4680,3c0ac6ff,40aacd87,3fb52976,c01ee88c,bf50593f,3eb9f986,bf90b659,3ef255aa,3f610589,3f9e35c4,be3179ed,bed74af1,be34c2b5,c03506ba,c01a2144,bf31a0f3,c01cba8e,bf8133c3,bf2e11f7,403c0c01,3fb9ed5b,3ddcd4bc,bfd03159,403a6fbc,bfd7d868,3fbddbbc,4015642b,bf52a1ec,3ce94067,c05f8d2a,bf4bcb75,c04c3230	41915e4d
402745ae,bee85841,3e1188f9,4073662a,bd841086,3e60d7b9,c007a552,40131bdd,40310736,402e6325,4046114c,3fae5f71,c026d00c,bde09d1f,3fd8535b,3fc5d14e,40479332,40c457c0,bfe6ca68,bf32d190,bee869a6,3fcb4c56,3e2ed4f7,3fcfaee0,bfda3c47,bdc12722,bf5c3a16,bfad9285,4083553b,bf2f461a,406a34bc,40390947,3eb9e870,3f62544d,409baba8,402277c3,c01e6bf8,3f05389d,c0b97bc0,3fb47d15,bef3d412,be1f6cd9,c034a90b,4011809b,c011a5da,40251c67,bf7cea58,4042e068,4030259c,bf3798c0,be903aab,bfa5eb18,3f822b5a,4038ff71,40710dc7,bf6ee9d6,3f836baa,3fb5ed0f,3f66d2aa,bfb400fa,bf95205a,400c567b,bf70c9f3,bfa755e2	bf9709e6,bf441e77,c058b645,bf9cba78,40059d7c,c01c83a7,3dcb78d7,3b93c538,3eb10a3e,3fcffdee,bfc47545,402c369a,bf6c08b5,4002fe93,bd4167ef,400d891f,401e5e6b,c07ecc4c,bf981d85,bf901123,4016be2d,bf4d5f33,4064e942,bf4390aa,3ece5067,beb7c99a,bfa97b3e,3f46c59b,3f40bac2,3fd99c7a,bec5fda3,3fb60572,bf6b6fd5,c080c503,beb09f98,bd6c24cc,bd497ad6,400916cf,c0458e50,3f8d46c3,3fd48200,beaf45e3,3f80f605,3f8f7369,c03a2f7f,be8c6bfa,400a034c,be06f8b1,c01b5d43,c05aa160,400d07e6,c0710a68,3d3d0a36,bf832391,3f3770da,3f997a47,bfab631c,bff61a6b,c021fb76,400b7dbf,3e2cf9f2,bf520507,4030126c,3f2099fd	c1279b54
3ea12ef1,3ee5ff70,bf937d87,3f64fae6,3e463850,404fb93f,bdd65589,bfbee6e9,c00ddd65,3e728cd3,bf4621ae,3f9d8b70,3ec0f595,bf8028c4,3ee9023b,bfc99c1c,3f03b589,bf133301,c01dcf76,c0817b3d,3eec7281,beae2f67,40240cad,c0246e3b,3ff2575b,3fcdfd8d,3f95d474,bfb8db1b,3e93b724,3db37195,4015ba5d,408d7efd,4075060f,3e943483,bf27ca7d,3eadd0f5,c01a2328,bef0b43a,be316bb4,3f5ce4b3,3f84fe12,c03dd1b8,c078d1a7,c0062b3f,4004733c,bfdf0e62,3fdcd959,bf594df6,3e84701e,3ecd85eb,bf9100a4,3f6d37c0,3dc146b6,c023c777,4030ba41,bff127b0,3ed4f6af,c06eed8b,3dea19c1,bf46a54b,3fbbf624,c003bcd3,4065d094,bcd86814	bdd1adce,c02b8984,3f001d61,3ee47491,3fa36cea,3f642834,bfb51144,c0db9909,3c89ab13,bf97e6a0,401ba8c6,bfbd0f21,403ad7f2,bed858b7,3f6c2bb5,408fa4cc,3f44dd0a,3e47582b,bfddc76d,3eed219b,bfe99fda,bfba4e54,40c9e989,3fa49fec,bfd51f34,3ffad182,3f8f0849,4040c049,3feb3079,c0828eaf,3e821c12,bf5b9bae,bf7cd9c6,3f8cd89a,c007079e,403f5467,404b529c,bfa1c681,40696980,4059e7a8,3ec21c1c,beaa037b,402582b3,3f61c5e2,bf57da54,bee86837,c09cc423,bf649968,3f858fcf,c055de49,3f0faa3f,3cb9a2f4,401568ac,c0401ba6,400bd4f2,40210774,bfe506d4,3fcea629,c02a09a3,be8ad78e,bdfca3c0,3f59c1e1,c0359282,bf6079b8	c1c2bb70
bfa69364,c09c0e49,408f839d,3f2e32e3,4008c0d9,bfd513bb,40149189,bf646478,3e3bc9f3,bf30df83,3ed6f07f,3e8e925b,bf4f7861,c09b6a8d,bedec292,3de8d498,bf0cd7e2,be11c05d,bef70f04,bd7a9268,bffcc503,3fe403de,3e9278b9,bf29270b,bfa7fb46,bfed9b84,bed38da6,bfc64c06,3eae9268,4005e155,c0648d9f,bf5ab724,404019d1,bfbc10e1,bf84063c,3fcddf6a,3fee3408,3fa83bbc,bf280e7f,bd860700,3fd2b0f2,3fa94488,c05d1fa6,3f017a7d,3f6f38c5,3e64679f,bda71095,3b7988b4,be442450,bff2e4ff,be3e0f95,3dab7bc4,bf8e6c8c,40221285,3f419924,c042e448,c0af18bc,bfcb8e01,bb83089b,bf5faafe,400a3d51,409184bf,401e3b6a,bfad5b54	bed856d8,3f6c05cc,bfa6a6b7,3fd20543,401ba063,c06e17fe,4088a3d3,bf05997d,3e934ffa,3ffd6124,3f851c17,bf8a9052,40875df2,bfd96d06,3fe91958,4035e9a5,bf20d121,bfcc1ad3,bf80e781,3fd0e48a,bfd4d375,3ee915ed,3fd9a0b3,3fbc172c,be1f7568,3f69f3b7,3f8855c9,401c00a4,c05ede33,bf19d815,c032d875,c0ae482e,400cece2,beda2774,bfd19a92,c054a84b,3f6b86fb,403b694f,3eda2f75,beab8093,3e9ec518,be9b473f,40431df0,bf0cc634,400cfb2b,c0534a5f,beaf308b,3da60f0d,3f1b3b26,3f069b0d,3fd046ea,c0597437,408059fb,408029e7,c08462c8,c0228b4e,c001311a,3e956175,c08f0507,3ff7ac3e,3f48556d,c03a497b,bfe194b5,3e97dbe8	41e04e0e
bebb7f99,bd5229b2,3fc3efd6,4005c4c4,bffabd1c,3efc62f2,400ea09d,bed95ba4,40620793,3ed078bc,c0278b46,400c1e61,bf74b74d,40552e31,4083bc44,40a01fe3,bfb46d8e,3f9b470b,bff0b4c0,bfd99483,bfc1c54d,3fb46b5a,c02d504f,c084757e,bf9ff29e,bfe6c392,c0126db0,3fe63c13,3fdd8c2d,bed2c099,3fa57193,bf868dbd,3f9198f4,bfc83c92,c062d47c,be7904ba,4000683f,c056b164,c07419b2,3f08c96a,c02b5c43,3f9c3b8d,bff3ab3d,bf814cb3,bed5ea01,3fa85d59,c01206b8,bfc8a92f,3f3bb0fb,3ff9de8e,c0043537,3fd61d38,3f9a5b07,3cd81ac5,3f3f7380,3fa15085,bf7b898e,3e95b0a3,bf2adeb6,3fcca614,bdb84085,c00f73ee,bea460cb,4010a07d	3f13bf5f,4069c79f,40179353,bfc257ed,bf31435e,bf3dec44,3e91cf4e,bf55bbe7,bf358571,bfe0b08b,bf64a8d0,3f4cc225,406d9a26,bff8d5e8,404d0a50,3fcc7567,3fdf7336,4083579c,3f48e0be,c012ff57,3f567436,bf6742c3,bfe01cfd,3f4a5d45,c02edacf,3face501,40519559,3f593deb,bfb81650,bfd95b21,bfe9da3f,3fc5098c,3f47fe8c,3fa9552a,bf1a1fe0,bfb42e78,3fff300d,3fdc456d,bff19872,beab9759,bfd2130a,401a83aa,3f8f6e8b,bfd59067,c03eedeb,4032a0e4,bfa317fa,401bf096,40529953,bf14e759,c014a073,3fa10260,3f989036,3f81799c,3f17a27d,c052ee58,3faa26da,404ec247,4000b8e9,3f87ff6e,bf765375,40b2dfbd,3f1c03af,40a3ceae	41ebce2e
bfec7a43,3f30dcac,3fd871b3,bfbc00bf,3fc26bd8,bf716276,3fc03335,bfe21404,befb2c0c,be003e0f,bf7a54c8,c02dc6ce,bf4034ba,3f9ebf78,3dfce23f,3f30e442,3f9357b3,3fad1422,3f86ad8c,3f4ffb72,40488736,3ee7722c,400150fe,beccae2a,bf5831b9,bf988d99,c062f642,3f704da2,3f48eaa9,bf5ce6c9,3fca8601,3f3f9a90,3f2d9954,bf4e4eca,3f388377,40166d6a,3feb3f27,3f96d9fc,3fbf3c16,3f280d4c,c01bfd18,405e742e,bf4b1d1c,403f09dd,bc0d509e,3fd8fbcf,3eea9afb,4084053f,4020ad4f,bed1e9df,407bb50c,c0618526,3fde07db,bfd64207,403d1d8a,3feaa83a,c0139b83,c0725d70,be929bea,bfb4519f,c015ed9f,bf8a8f8f,c0097247,bfb74b5f	bfe27f59,3f8ccb53,3ff23207,401f6c6a,3f47c00b,bf4710b4,3f7425de,bfb47741,3f4eebbd,3f88d8fc,3ea0bd26,3fc5e54d,40836986,3fc596d8,3ff7620b,3fb2c468,c0601c15,4080229a,c01875b6,3fefc819,bf9e3ee5,3f991b97,3d530d91,3fe72039,bd8e8361,3efcdd18,3fe3789d,bf562ab1,3f8ec079,3fd74292,3f2849f5,3f41c743,40108064,4047f779,c043d7e3,c0ac7f16,bed8dc00,c0037ff7,3c79ebd2,bfced328,40934343,c0016108,402e30eb,bfab11d8,bee714fd,c01b0fcd,3efd099f,3fc68294,bf85ae36,3dd250c3,405dc0d6,3f22fc9c,bf918a41,c06dafd4,3e7b7432,bffea1fe,be39d4d4,bf0ad51c,3f919176,3f630a75,4098441f,c01c2bff,be7a093c,c00d7134	c2264d1c
3f2dcb05,c01f7010,408dae5a,bfc2da08,3fff3511,c07df322,3ea6758d,bcda7667,bef0c754,40304aa7,3f3014f7,c01cd13e,3f8c267f,40392bb9,c0112f8a,3ebc84dc,bf127cc6,bfb3d949,c082bf81,be066e2a,bea19f59,3d05b356,3fdc74c5,bf88beb3,c01f7288,bfab8d31,401ffd31,404486dc,3f3545ba,bd4268f8,bfdfec02,4003e7f2,3fcea99a,be2f2609,3fa7c919,3dcb22e9,c033df82,3f01408a,3f43fabf,3f82c09d,bf7cb129,bda0ad67,3ef4fdd0,3f98b191,3e98e935,4006843f,bf3720b8,3f2f85e2,be4861d4,403c9ede,bf1fd65e,3d6ea6e8,3fd25d23,be930228,bf25c128,bfe90ec9,3f7c9028,3fb0c3c7,4000b3f2,bf427627,bf1da28d,401adbe6,40bf62c6,be85d77d	beffb41d,3fffb531,3f5ec453,3ff4b531,bef23d61,3eb52ee8,c05c7f82,3fa2d238,bfb10269,bf405eeb,4008e207,3ff47b33,bfba9e33,bddd4b65,403fdad3,3f45a9f0,bd87b981,3dcd6ab5,bec5ea6d,c0808236,bfe7fbd1,bf1b8487,bf86dbd8,402c5bd1,3dededf6,bcadd105,3ef9184a,bf4a3b2a,4015c291,c01daf2f,3fd6bc10,beaeab9a,be45d5d0,c00d0fe3,3fec48a9,3f56f85a,3eae4ee4,402ad195,bfefe777,3fafdd7f,40059f7e,c0b3f851,3ee7ba2d,3f84d611,c00251d0,4017599d,3e874326,3f604d4d,3eb33aec,bde39e1c,4000818a,3f5a979f,bfd78860,401b6220,bfa8ca86,c0118507,be430e1c,c0433657,3fbd8803,3f89612e,bf4210d8,401f9837,4038322b,bf87d539	40348267
c03af000,3f249b01,bff0834d,bfc4c475,bf788613,40990dff,c04652bc,3f2dcac0,4080e966,bea854c0,bf61b9f3,bfe46948,3f38ac8d,c09a1a0a,3f885b31,beb941c8,bbd3a7e3,4076895e,3f88496a,409450da,c0740c66,3bcd8399,3ffcb3fd,3fa0a71c,bfc77672,3d6d3e2e,c016a09e,c01103e6,3eff26b4,40243669,404320cc,bf962e14,be780b51,3fe50358,3e8ee5cc,bf5f33c8,3dca74bf,bf891460,c08bf2ed,40469440,3ffeb94a,c01c5153,3e4667df,40096dec,be84e9be,bfd04643,c02934c1,c00e4ab5,3db4f8d2,4002532a,c09862d3,3fbd3dd7,3ee9bf18,3fa46b75,bff194c8,c048946d,bf6aef63,c0052253,3f966202,bfca3549,3ff097b4,4049200b,be2ae5eb,c01ab9a5	bf8b3274,3f05b884,bfdbaf5c,40231095,bffa4f76,bf69e842,3f08cd31,402ba133,c04ae283,3f8bc8ee,401ab9d1,bdcbd7cf,c0294f51,bd2e4ce7,3dd5d25f,403c0950,bfaba070,3fb7f923,bf9a5a35,3fd48262,bf7c3870,bef95246,bf4b0f89,401c259e,3f90cf5d,bf8f429d,bf9467ea,bebb10f4,bebb57b0,bf1fd1e6,40329acd,3f63f093,3fb7783e,3f2d3834,bf228bca,3fe57238,bff908c3,3e95ee91,bf5c59a6,4079fbd8,400bc803,3fb441b7,bf2f9f7d,bf50a1b6,bee81f3f,402f0d71,c00a2a1f,3fb843ef,bd80c456,bf885b02,3ac1e6fe,3fb14189,3f396395,3e230cda,bfd805ea,c0646357,3f8d1e27,3fd8a429,3fc08cfa,bfd05604,3f9953fe,4080bef2,c00e274f,bf7d921c	424d4cab
3ec08934,bf0e77c7,3f13b78d,c02f99a2,bf7e7e19,3efaa388,be2c5936,3f919a01,c034b93b,3e520bda,40716845,40239406,be01c52f,3fb0faac,bc5fd485,4036f50b,3faccafd,3e994f13,c083e858,c037ac5b,3faf1941,bf855ca0,4057f620,c0658231,3f4d07b8,c005b4f8,40849d14,bf92de62,3f1ff061,3f85dd40,bf2655ce,be64a49b,3ed29ccc,3f028a37,c07706e2,3f39b4b4,401ffaf0,405aa923,3fc708f0,be84710d,3f211450,3e92a540,3f2c8a94,3f2edc49,3f5da040,be855359,bf7aeea0,bfc362cc,bf701d90,3f920396,3f4ec0c9,3f2a7013,bf7c0358,bf8034cc,c004a17e,c026bb73,bc5d4244,bfad1d99,3fdf2134,bf1ff1f1,405c0e53,407132a3,40279aba,40184394	3fed25ed,3f56ad23,be6af103,3fb634a7,bfc1c1dc,bf2efb2b,3f988adb,3f3dd018,c06f8bad,3d84bd07,3edadda1,3fa6ee50,3ece64f8,bfca9d12,bddd9daa,3f190a36,c029359f,40656329,bfc76056,c016a29c,3ee32c45,bfa6edb7,3f04a827,c0441061,c056befd,bf2252c0,3dfbf712,bf2011ab,bdb1c117,4050d4d1,bfd8f14b,3f44022c,bf1540ec,bf6bd585,3e19cffb,be691c2c,407365ab,3f96e55e,40359d4b,bfd71156,3fcf8715,3f45ea1b,bf87ce4b,bc053784,403e7567,3ed1c78d,403b3b60,bfd8d8da,40135fdd,c00ac340,bfa38c61,c01008eb,bf3a91f1,bf84e735,3f4690b9,bfede340,3f7499b1,bfcbe1c6,bdae5f8a,bf430a10,3feab2fa,40439c5c,3f9ca1d7,c039b338	42993098
3fa2f9e2,3ecb7144,bfab96e4,3fd33177,bfd0655d,bfa8b954,bfb219c2,bf42a07b,3f84c78c,3fcab29d,bfa6be2c,c013c171,3fd0c8dc,3fbfd556,c04e5fda,3f6a7087,3f7a234a,3f894edf,3f892c3b,3f820fed,3ff1b659,3fc2cd3f,c07a2ce3,3fa8cf85,405a5aa7,400d7891,bfd1f650,bf99630e,4085d746,be8fbe17,bf9c5f96,3f727786,c0cc55f2,bbe0dd12,bf917b8c,bd3d9110,40984e31,c0009df2,3f1a9428,bef1a6d6,c08cdf0f,3f93fdb6,c0a1c608,bf5a3ea1,be15d613,bfcdccc2,3f40e691,3fc0db4c,bf903a7e,bfeb0238,3f8a0eb5,401215a4,3fe4a234,bed8b0d9,3f892d55,c0104fd4,bff6741a,3f512759,3fbf213b,befe7b8f,bf900625,3ed47a6b,c0080308,3f20fa27	3fb93fc8,bfe25100,be09e25e,bfc10a38,3e199a3d,c02af33f,409dffbb,3d2f2539,3f5b4da1,408af388,3f028d7c,c03e154a,bfd5e1b3,3f408bfb,c022d282,3e0b9f7a,bffbbb80,bf397261,3f0a3edf,c01f6db5,4019a0f9,c08bc405,3f8dca5f,4046f471,3e74d247,3f87aa07,3f931391,3f3b966f,c007074a,bfb557f7,3f43c9a7,3f9dd9c1,3f2ad396,c01c4c3b,3e455e1d,3eec8309,3ea41037,bfc8d542,3f94265e,3f52c119,beee6201,3e9a1637,3f0de26b,c01ea292,bfed1cef,bf63d728,3f915251,bfc0d32c,bfc79d23,c0266a3e,c02656e3,c0174161,bedc30bd,3fbf5a72,bf62aed0,3fd7aed5,bee7034d,c049c647,3f8884c6,3e9e7ea0,40910412,c01f6a15,40020963,3f8ad1e9	c1640569
3fc3fab5,407cbc54,403ba97c,bed52809,3fb9e66f,bfd1f331,c089805c,4020c588,3f64de5a,bfdffcac,bfd4fe16,bf82a1ff,bfb2c511,c030e9e5,3fa83309,3ea0efa8,3ff52932,bfd224df,3d806cca,bf559129,3fce657d,3f1b1280,3fa6aad3,bfd3658d,3fe998f5,3e466b48,4006d6b1,3fba4e04,c01f5521,3f9aacb7,40a6863d,bf5a39ec,3fbd0ca0,400c30c8,bfe0a396,c0726ca5,bfabd5bc,3ff1251a,bd0a7585,401e87ca,3f217bb0,3facabe2,c0043368,bdd61659,bfb1d8ac,c0a5bf91,3f4bfd14,3ef2256d,3e8c24bb,c00cc5ea,3fcb9bb8,3eb192d4,be96d4d2,3d0256e3,bfbbae1e,3fac8c08,3fd80e4f,c05d002c,405a4b9b,400fb0bc,c039db6a,3e965650,bf254c26,401f6714	bd21cebc,3da213ac,40185bee,3f6788bb,3fbac7c2,bfaedb0d,3f788523,c057f378,bff947de,401968b9,40033b3f,3f898a74,bef4dc35,3f5d71d6,3e22ea59,4003ed6c,bcb2183c,405f3ea4,40417376,c0ca76f7,403be7b9,be19832c,3fed9129,3f0fac8f,bfd54e3b,bf0ba63e,bfa43d48,beff7cab,c05e6d41,bf8b7c39,3e9df11a,bee5402e,bfeae5ec,bfe616cd,3ffbf013,c01ca79a,405f3605,c02952ab,3f0b7261,3df918c3,c02d6bb0,c01f30d0,bd637b60,bfabd019,3ff5f1fc,3f1c0446,bfa069ab,bf65f31d,bfe3f315,3ec9488b,c059f568,3df9c39d,409381f9,bf6a0780,400c9586,3fab3369,be39eb6e,3fe1b6a9,be0847dc,bf560019,bfcdaf1f,c092bfef,4025001d,3ee0d9e3	c227c944
400cd28a,3ebdf006,3fb64896,40531cbb,c027dd48,40862649,40363e8e,3f5ec593,c054bf86,c05723d2,4052447c,c0106956,3fa8b400,c00647f8,3ecf7a3b,3f165af6,3f11ca58,bfc3ea4d,3f5b59d9,403c5437,bf913403,3f0734fa,405fa69b,403b02e6,405abbf3,3fc2cc60,bf7ac321,bf430259,3e46cb7b,bf9b827c,be7b6092,bfa6bb43,c03ea759,c000df18,40085dbf,3feeec44,bf4b3fa8,401fa4f9,4001f847,c0839f12,bf57580a,bdc152eb,bf62724a,400d07d9,3c1160eb,c0960aab,3de45319,bef7e3dd,beb465cb,4043c462,3e6d9852,bee1530f,3ecf18c6,bf8e893b,3d57647f,be5f8469,400cdfc2,bfe089d6,be67c01d,c0429728,40070e7e,bf2ec728,c0285553,bee2795e	bef83552,3ebcc396,3e211a94,bf89380c,3da4c9d1,406c519a,3e70b5d8,bfcef15b,bf9225c2,c0795b80,bfbe3c12,c0689400,3e88ea3d,bfe6ab0f,bce2a44d,be9ba2e5,3f46ec91,be818510,bfea496c,befd0381,3faa87bb,405690a1,be477258,be21aa22,be7ed785,3f498a31,3feb6e04,bfd179dd,beb4177c,3df9b3a0,3ff875fb,3faf953b,3f80aa13,c032a234,c02b5726,bcdb4ac0,40096d8e,402082b2,bdff8a43,bed1f950,3f9240d0,bfbad470,bff35d8a,3fc39bbb,3ff1986e,402b8b4b,be30dd4e,404df876,3fc945e5,3c1fc43e,bf57ba39,bf8a1a1c,bec36db2,beea41bb,400b8dcf,3f37c094,c0132e40,c0291068,4016d49b,3fc12794,3e3ee51f,c056c663,404d14b6,3fe00a1c	411a267c
